User,Tweet
Obama,The #CostOfInaction on immigration reform is nearing $10 billion. Watch in real-time how much is being lost: http://ofa.bo/hNE 
Obama,Four years later.pic.twitter.com/xWNPh5QGbD
Obama,Hurry the deadline’s almost here. http://ofa.bo/iMc  #GetCoveredNowpic.twitter.com/j0PQHhkT1q
Obama,Make sure you're covered in 2014. Check out your options today: http://ofa.bo/sMX  #LastCall2014pic.twitter.com/q465ErgBTd
Obama,Get in the game and help make health care reform a success: http://ofa.bo/jLL  #LastCall2014
Obama,"President Obama in his weekly address: ""A woman deserves to earn equal pay for equal work.""http://ofa.bo/sMJ "
Obama,Watch: In his weekly address President Obama discusses how raising the minimum wage will impact American women.http://ofa.bo/fMY 
Obama,Time’s running out: Sign up by March 31st to have health coverage in 2014. http://ofa.bo/rLw  #LastCall2014
Obama,Lori was looking for a job for months—then Congress cut off her family's only lifeline: http://ofa.bo/gK7  #RenewUI
Obama,Ask this business owner about how the Affordable Care Act is helping his business: http://ofa.bo/hLL  #ThisIsWhy
Obama,You've got #10DaysLeft to enroll. http://ofa.bo/pLi  #GetCoveredNow
Obama,Don't snooze: The deadline is coming up. http://ofa.bo/jKc pic.twitter.com/rsv5YSl3fI
Obama,The clock is ticking—have you enrolled yet? http://ofa.bo/bLc  #GetCoveredNow
Obama,We nag you because we love you. — @MichelleObama on why mom wants you to #GetCoveredNow http://ofa.bo/cJO 
Obama,The deadline to get covered this year is March 31st which is just 11 days away. —President Obama #LastCall2014
Obama,No woman should have to put off potentially lifesaving care because money is tight. —President Obama #WomenSucceed
Obama,We've got to make sure that every woman has the opportunities that she deserves. When a woman succeeds America succeeds. —President Obama
Obama,President Obama: Today more women are bread winners than ever before but they are still making less than men. #WomenSucceed
Obama,This is a family agenda but it starts with making sure every woman is getting a fair shot. —President Obama #WomenSucceed
Obama,When women make less than men that hurts their families. —President Obama #WomenSucceed
Obama,We're calling this a year of action ... I'm not going to wait for Congress. — President Obama
Obama,We've got to build an economy that works for everybody not just for a few. — President Obama #OpportunityForAll
Obama,You can only pick one winning team—I have 63 colleges mad at me. — President Obama on #MarchMadness
Obama,LIVE: The President is speaking about improving economic opportunity for women and working families. http://ofa.bo/pL3  #WomenSucceed
Obama,A word from @JohnTheCho on the crazy stuff that goes down when you're young and reckless: http://ofa.bo/dJF  #GetCoveredNow #TBT
Obama,Join in today’s health care #TBT push. Get a head start: http://ofa.bo/gJ4  #GetCoveredNow
Obama,LIVE: President Obama is delivering a statement on Ukraine. http://ofa.bo/bLF 
Obama,"Tomorrow share your own #TBT ""life happens"" photos—and tell people to #GetCoveredNow.pic.twitter.com/1GUKt5W6MU"
Obama,Always to the point. MT @ChicagosMayor: Because #LifeHappens. #GetCoveredNow. Deadline is 3/31pic.twitter.com/lWFpTtCdWs
Obama,Baracketology: President Obama knows his hoops. http://ofa.bo/fKW  #MarchMadnesspic.twitter.com/chuNyR3apG
Obama,This is what @OFA is all about: http://ofa.bo/qKT 
Obama,Don't be left relying on luck—you have #12DaysLeft to get quality affordable care: http://ofa.bo/rKD 
Obama,See who President Obama thinks will cut the net this year. http://ofa.bo/tJC  #MarchMadness
Obama,Watch: You have a role to play this month. http://ofa.bo/qKJ  #LastCall2014
Obama,“It's more affordable for me and it gives me an extra $75/month that I have in my pocket.” #ThisIsWhy http://ofa.bo/bKh 
Obama,Don't let time—and quality affordable health insurance—pass you by. http://ofa.bo/rK5  #LastCall2014pic.twitter.com/X92zwVYQF5
Obama,Find a plan that works for you and your budget: http://ofa.bo/aJN  #LastCall2014
Obama,The world's scientists are loud and clear— it's time to listen. http://ofa.bo/bKB  #ActOnClimate
Obama,You can’t be denied coverage regardless of your past or current health. #GetCoveredNow: http://ofa.bo/rJm 
Obama,This is your chance. #GetCoveredNow: http://ofa.bo/bK9 
Obama,Five million (and counting).pic.twitter.com/ybUn8Ag5qG
Obama,Quality health coverage can help keep you healthy—and is there for you when you're sick. http://ofa.bo/aJB pic.twitter.com/pEhvOjEC8f
Obama,Help make sure folks have the information they need to get covered in 2014: http://ofa.bo/gHq  #LastCall2014
Obama,Time is running out to get covered this year but you can still help spread the word: http://ofa.bo/aIu  #LastCall2014
Obama,It's all hands on deck before March 31st. Help finish this fight: http://ofa.bo/qJg  #LastCall2014
Obama,Here's an important way you can be part of the fight for health care: http://ofa.bo/jIG  #LastCall2014
Obama,The time left to get covered is slipping away. Don't miss out: http://ofa.bo/sJN  #14DaysLeftpic.twitter.com/moxtMee6EJ
Obama,Get tweeting: Let people know they only have #14DaysLeft to get covered in 2014. http://ofa.bo/bJh 
Obama,Watch: Keegan found the freedom to start his own business. http://ofa.bo/iIi  #ThisIsWhy #14DaysLeft
Obama,You have #14DaysLeft to join your friends and get covered. Don't be left out: http://ofa.bo/eII 
Obama,Retweet to spread the word: There are only #14DaysLeft to get covered in 2014.
Obama,LIVE: President Obama is delivering a statement on Ukraine.http://ofa.bo/dHK 
Obama,If you were thinking about chipping in for the final health care push now's the time: http://ofa.bo/aI9  #LastCall2014
Obama,DEADLINE: http://ofa.bo/bJ4  #GetCoveredNow
Obama,Here's a quick way you can help out in the final push for health care: http://ofa.bo/cHF  #LastCall2014
Obama,Say you were a part of the final push to help Americans get covered: http://ofa.bo/eHi  #LastCall2014
Obama,Act fast or you might miss this. http://ofa.bo/aI3  #GetCoveredNow
Obama,Chip in $5 to help more people get the information they need to get covered: http://ofa.bo/fIV  #LastCall2014
Obama,In the weekly address President Obama talks about rewarding hard work by strengthening overtime pay protections:http://ofa.bo/hIE 
Obama,Don't take chances with your health. #GetCoveredNow http://ofa.bo/fIR pic.twitter.com/fLSHYf7KD3
Obama,This is your chance to pitch in and help make the Affordable Care Act a success: http://ofa.bo/dGW  #LastCall2014
Obama,Happy Pi Day. Grab a slice.pic.twitter.com/cOJdhI2V5U
Obama,These moms want you to #GetCoveredNow: http://ofa.bo/sHx  #YourMomCares h/t @JonahHill @aliciakeys @adamlevine @JLo
Obama,Watch: @KingJames wants you to #GetCoveredNow. http://ofa.bo/tGh 
Obama,Last call to #GetCovered in 2014. http://ofa.bo/gGL pic.twitter.com/eaWtirxQiw
Obama,You can help: http://ofa.bo/aGx  #LastCall2014
Obama,No one's invincible—and @OFA supporters are letting people know to #GetCoveredNow: http://ofa.bo/tFl 
Obama,There are 18 days left for health care enrollment. Help @OFA fight to the finish: http://ofa.bo/tFg 
Obama,President Obama: I'm going to do what I can to raise wages for hard working Americans. #OpportunityForAll
Obama,In America it doesn't matter where you started—if you're willing to work hard and act responsibly you can get ahead.—President Obama
Obama,We've got to build an economy that works for everybody not for a few. —President Obama #OpportunityForAll
Obama,Those at the top are doing better than ever but for the average family wages have barely budged. —President Obama #OpportunityForAll
Obama,Thanks to the hard working resilience of Americans ... our economy has been growing for a number of years now. —President Obama
Obama,WATCH: President Obama is discussing his plan to improve overtime pay protections for American workers.http://ofa.bo/pGW 
Obama,Still on the fence? Check out these fifteen reasons to sign up: http://ofa.bo/aG6  #LastCall2014
Obama,Are you invincible? Find out:pic.twitter.com/AwWmBR4aTT
Obama,Going without health insurance is risky business. http://ofa.bo/eFs  #LastCall2014pic.twitter.com/S6dhtZrSKI
Obama,Do your part now to support the final push for health care in 2014: http://ofa.bo/pFv pic.twitter.com/Aldtd0XMbG
Obama,Cindy chose to #GetCovered and found a plan to fit her and her family. http://ofa.bo/jFd  #ThisIsWhypic.twitter.com/pOEpPW4WPe
Obama,Fifteen benefits you could be missing out on: http://ofa.bo/jFZ  #LastCall2014
Obama,Don't miss the deadline. #GetCovered today: http://ofa.bo/fFs  #LastCall2014pic.twitter.com/4h4u12KLtf
Obama,For the first time in almost four decades Lori and her family have affordable care. http://ofa.bo/pFc  #ThisIsWhy
Obama,Enrollment ends on March 31. See how affordable health care could be for you: http://ofa.bo/cEl  #LastCall2014
Obama,Chip in before it's too late: http://ofa.bo/iFP  #LastCall2014
Obama,Bob wants you to check your options just like he did. http://ofa.bo/rFb  #ThisIsWhypic.twitter.com/mgII4kI492
Obama,FACT: $100 a month for health care is now a realistic price for nearly six in 10 uninsured Americans. http://ofa.bo/pFE  #LastCall2014
Obama,The clock is ticking: Here are 20 reasons to #GetCovered before the clock hits zero. http://ofa.bo/tEO  #LastCall2014
Obama,Yes you. http://ofa.bo/jEt  #LastCall2014pic.twitter.com/980WUM6LXY
Obama,President Obama sits down for an interview with @galifianakisz: http://ofa.bo/dDl  #BetweenTwoFerns
Obama,Climate change is real. These senators are demanding action. http://ofa.bo/jEg  #Up4Climate
Obama,30 senators are staying #Up4Climate with all-night speeches on the Senate floor tonight: http://ofa.bo/tDw 
Obama,ICYMI: President Obama kicked off a new voyage on #Cosmos last night. http://ofa.bo/cDb 
Obama,"Americans are getting covered. New info from @GallupNews: ""U.S. Uninsured Rate Continues to Fall""http://ofa.bo/tDk "
Obama,Don’t miss out: #AffordableCare is in your reach. http://ofa.bo/eEB pic.twitter.com/uPrn3X37DO
Obama,DYK: The price of health insurance for almost half of uninsured single young-adults—$50 or less. http://ofa.bo/sER  #AffordableCare
Obama,Retweet to spread the word: There are three weeks left to #GetCovered with #AffordableCare. Don't miss this chance.
Obama,There are only three weeks left to get #AffordableCare in 2014. Check your options today: http://ofa.bo/qEf 
Obama,Saving $1200 a year is a deal anyone can get behind. http://ofa.bo/hEC  #AffordableCarepic.twitter.com/6EtMJWmRdv
Obama,You're running out of time. Get calculating and #GetCovered. http://ofa.bo/gDY  #AffordableCare
Obama,Last call for health insurance that starts in 2014: http://ofa.bo/rE4  #LastCall2014pic.twitter.com/Zji3hV7Jfb
